_id,site,datetime,stat,BCSTAT,BCSTAT_txt,BP,BP_txt,CO,CO_txt,H2S,H2S_txt,INT_T,INT_T_txt,NO,NO_txt,NO2,NO2_txt,NOX,NOX_txt,NOY,NOY_txt,NOYDIF,NOYDIF_txt,OUT_RH,OUT_RH_txt,OUT_T,OUT_T_txt,OZONE,OZONE_txt,OZONE2,OZONE2_txt,PER_F,PER_F_txt,PER_F2,PER_F2_txt,PM10,PM10_txt,PM10_FL,PM10_FL_txt,PM10B,PM10B_txt,PM25,PM25_txt,PM25(2),PM25(2)_txt,PM25_FL,PM25_FL_txt,PM25B,PM25B_txt,PM25T,PM25T_txt,RWD,RWD_txt,RWS,RWS_txt,SIGTHETA,SIGTHETA_txt,SO2,SO2_txt,SONICWD,SONICWD_txt,SONICWS,SONICWS_txt,UVPM,UVPM_txt
4562,Lawrenceville,2016-03-25T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,Glassport High Street,2016-03-20T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,Glassport High Street,2016-03-20T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937,Liberty,2016-03-30T00:00:00,Hr. of Max,,,,,,,18,,17,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,18,,13,,13,,,
4194,Glassport High Street,2016-03-20T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,Lincoln,2016-03-05T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,56,,16,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,
5628,Flag Plaza,2016-04-09T00:00:00,Avg,,,,,0.2,,,,23.7,,,,,,,,,,,,,,0,,,,,,33,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,Lincoln,2016-03-05T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,23,,23,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,
3163,South Fayette,2016-03-05T00:00:00,Count,,,,,,,,,24,,,,,,,,,,,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
4051,Harrison Township,2016-03-18T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6512,Lawrenceville 2,2016-04-21T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6524,Liberty 2,2016-04-21T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084,Harrison Township,2016-05-13T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17774,Parkway East (Near Road),2016-09-24T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,Flag Plaza,2016-03-14T00:00:00,Count,,,,,24,,,,24,,,,,,,,,,,,,,24,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,Parkway East (Near Road),2016-03-03T00:00:00,Hr. of Max,23,,8,,21,,,,0,,21,,21,,21,,,,,,23,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,Parkway East (Near Road),2016-03-03T00:00:00,Avg,0.3,,731,,316.6,,,,23.5,,4.4,,11.2,,15.5,,,,,,71.1,,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,North Braddock,2016-03-06T00:00:00,Min,,,742.4,,,,,,22.2,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,19.8,,0.001,,112,,0.8,,,
3228,North Braddock,2016-03-06T00:00:00,Avg,,,744.5,,,,,,23.5,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,41.3,,0.001,,295,,2.4,,,
4566,Lawrenceville,2016-03-25T00:00:00,Avg,,,737.3,,,,,,23.4,,,,,,,,,,,,65.4,,2.7,,0.032,,0.032,,,,,,,,,,8,,,,,,,,9,,,,0,,,,,,,,,,,,,
4940,Liberty 2,2016-03-30T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567,Lawrenceville 2,2016-03-25T00:00:00,Count,,,,,23,,,,24,,23,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
5164,Lincoln,2016-04-02T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,33,,34,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,
3085,Parkway East (Near Road),2016-03-04T00:00:00,Count,24,,24,,23,,,,24,,23,,23,,23,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,Parkway East (Near Road),2016-03-04T00:00:00,Min,4,,727.4,,246,,,,23.1,,1.7,,11,,14,,,,,,66.1,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,Parkway East (Near Road),2016-03-03T00:00:00,Min,0,,728.2,,164.3,,,,22.9,,0.3,,5.6,,7,,,,,,50.8,,-7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,Flag Plaza,2016-03-14T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,North Braddock,2016-03-05T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
3688,Glassport High Street,2016-03-13T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,Glassport High Street,2016-03-13T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,North Braddock,2016-03-06T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
3224,North Braddock,2016-03-06T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,Glassport High Street,2016-03-13T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,Harrison Township,2016-03-13T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,Harrison Township,2016-03-13T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,North Braddock,2016-04-02T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,South Fayette,2016-04-11T00:00:00,Avg,,,,,,,,,23.3,,,,,,,,,,,,,,12.1,,0.046,,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,,0,,235,,10.5,,,
7268,South Fayette,2016-05-01T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295,North Braddock,2016-03-07T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
3304,Parkway East (Near Road),2016-03-07T00:00:00,Max,12,,731.8,,1257.9,,,,24,,8.5,,24,,32.5,,,,,,88.2,,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,Lawrenceville,2016-03-20T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,Lincoln,2016-03-08T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,23,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
4433,Liberty,2016-03-23T00:00:00,Hr. of Max,,,,,,,1,,18,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,1,,21,,9,,,
3693,Harrison Township,2016-03-13T00:00:00,Min,,,,,,,,,16.5,,0,,0.001,,0.001,,,,,,,,,,0.004,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,Harrison Township,2016-03-13T00:00:00,Max,,,,,,,,,19.6,,0.002,,0.021,,0.023,,,,,,,,,,0.041,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,Lawrenceville,2016-03-20T00:00:00,Min,,,738,,,,,,19,,,,,,,,,,,,41,,-4.8,,0.024,,0.024,,,,,,,,,,4,,,,,,,,-1,,,,5,,,,,,,,,,,,,
5635,Harrison Township,2016-04-09T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,Lawrenceville,2016-03-20T00:00:00,Max,,,740.2,,,,,,20.2,,,,,,,,,,,,82.5,,0,,0.036,,0.036,,,,,,,,,,18,,,,,,,,16,,,,344,,,,,,,,,,,,,
3082,North Braddock,2016-03-04T00:00:00,Max,,,742.8,,,,,,24.1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,65.2,,0.001,,351,,4.9,,,
3502,Liberty 2,2016-03-10T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,77,,,,41,,42,,61,,,,,,,,,,,,,,,,,,,
3753,Flag Plaza,2016-03-14T00:00:00,Min,,,,,0.2,,,,23.7,,,,,,,,,,,,,,10.4,,,,,,59,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,Lincoln,2016-03-18T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,Parkway East (Near Road),2016-03-05T00:00:00,Avg,12,,730.7,,368.1,,,,23.4,,3.2,,10.3,,13.5,,,,,,67.8,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,Parkway East (Near Road),2016-03-04T00:00:00,Hr. of Max,23,,22,,7,,,,3,,8,,8,,8,,,,,,7,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,Parkway East (Near Road),2016-03-06T00:00:00,Count,24,,24,,23,,,,24,,23,,23,,23,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,Parkway East (Near Road),2016-03-06T00:00:00,Min,12,,731.4,,213.4,,,,22.9,,0.2,,6.3,,7,,,,,,66.3,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,Lawrenceville,2016-03-20T00:00:00,Hr. of Max,,,7,,,,,,0,,,,,,,,,,,,22,,1,,0,,0,,,,,,,,,,14,,,,,,,,15,,,,16,,,,,,,,,,,,,
4503,Liberty,2016-03-24T00:00:00,Min,,,,,,,0,,23.8,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,0.002,,179,,3.3,,,
3234,Parkway East (Near Road),2016-03-06T00:00:00,Avg,12,,733.4,,544.2,,,,23.4,,3.8,,10.6,,14.5,,,,,,76.4,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6516,Lawrenceville 2,2016-04-21T00:00:00,Avg,,,,,261.3,,,,23.3,,3.3,,,,,,18,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
3946,North Braddock,2016-03-16T00:00:00,Max,,,736.2,,,,,,25.7,,,,,,,,,,,,,,20.8,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,80.7,,0.014,,353,,12.6,,,
4387,South Fayette,2016-03-22T00:00:00,Count,,,,,,,,,24,,,,,,,,,,,,,,24,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,24,,22,,24,,24,,,
4227,Lincoln,2016-03-20T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,43,,2,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,
7484,South Fayette,2016-05-04T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,North Braddock,2016-04-02T00:00:00,Hr. of Max,,,0,,,,,,15,,,,,,,,,,,,,,15,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,2,,23,,17,,19,,,
3023,South Fayette,2016-03-03T00:00:00,Hr. of Max,,,,,,,,,3,,,,,,,,,,,,,,15,,19,,19,,,,,,,,,,,,,,,,,,,,,,,,,,14,,17,,19,,0,,,
3024,South Fayette,2016-03-03T00:00:00,Avg,,,,,,,,,22.7,,,,,,,,,,,,,,-2.9,,0.027,,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,27,,0,,123,,3.3,,,
4754,Avalon,2016-03-28T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,Flag Plaza,2016-03-14T00:00:00,Max,,,,,0.5,,,,26.3,,,,,,,,,,,,,,21.1,,,,,,61,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,Harrison Township,2016-03-10T00:00:00,Min,,,,,,,,,19.2,,0,,0.001,,0.001,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,Harrison Township,2016-03-10T00:00:00,Max,,,,,,,,,23.8,,0.037,,0.032,,0.065,,,,,,,,,,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,Harrison Township,2016-03-10T00:00:00,Hr. of Max,,,,,,,,,0,,8,,4,,8,,,,,,,,,,22,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,Harrison Township,2016-03-10T00:00:00,Avg,,,,,,,,,21.7,,0.005,,0.014,,0.02,,,,,,,,,,0.02,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,Flag Plaza,2016-03-14T00:00:00,Hr. of Max,,,,,5,,,,0,,,,,,,,,,,,,,14,,,,,,23,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,South Fayette,2016-03-03T00:00:00,Count,,,,,,,,,24,,,,,,,,,,,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
3021,South Fayette,2016-03-03T00:00:00,Min,,,,,,,,,21.6,,,,,,,,,,,,,,-7.4,,0.016,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,,0,,5,,1.4,,,
3756,Flag Plaza,2016-03-14T00:00:00,Avg,,,,,0.3,,,,24.8,,,,,,,,,,,,,,14.5,,,,,,60,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3695,Harrison Township,2016-03-13T00:00:00,Hr. of Max,,,,,,,,,22,,0,,0,,0,,,,,,,,,,15,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,Avalon,2016-03-22T00:00:00,Count,,,24,,,,22,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,23,,24,,24,,,
3696,Harrison Township,2016-03-13T00:00:00,Avg,,,,,,,,,18.2,,0,,0.004,,0.004,,,,,,,,,,0.029,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,South Fayette,2016-03-03T00:00:00,Max,,,,,,,,,24.7,,,,,,,,,,,,,,0.7,,0.036,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,,0.001,,179,,4.9,,,
4322,Avalon,2016-03-22T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,South Fayette,2016-03-12T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,Avalon,2016-03-22T00:00:00,Min,,,737.5,,,,0,,20.6,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,13.8,,0,,58,,1.5,,,
4324,Avalon,2016-03-22T00:00:00,Max,,,743.4,,,,0.001,,22.7,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,33.6,,0.002,,229,,9.6,,,
4463,South Fayette,2016-03-23T00:00:00,Hr. of Max,,,,,,,,,17,,,,,,,,,,,,,,15,,18,,18,,,,,,,,,,,,,,,,,,,,,,,,,,13,,3,,20,,8,,,
5761,Avalon,2016-04-11T00:00:00,Count,,,24,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,24,,24,,24,,24,,,
3757,Glassport High Street,2016-03-14T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,Glassport High Street,2016-03-14T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,Avalon,2016-03-22T00:00:00,Avg,,,740.8,,,,0,,22,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,25.6,,0,,164,,5,,,
4756,Avalon,2016-03-28T00:00:00,Max,,,742.6,,,,0.001,,22.7,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,75.1,,0,,315,,14.4,,,
4757,Avalon,2016-03-28T00:00:00,Hr. of Max,,,23,,,,1,,6,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,3,,23,,19,,7,,,
4758,Avalon,2016-03-28T00:00:00,Avg,,,736.7,,,,0,,21.1,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,28,,0,,268,,9.2,,,
3226,North Braddock,2016-03-06T00:00:00,Max,,,746.3,,,,,,24.4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,71,,0.001,,340,,4.1,,,
3759,Glassport High Street,2016-03-14T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,Liberty,2016-03-10T00:00:00,Max,,,,,,,0.015,,25,,,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,0.032,,353,,16.1,,,
3705,Lawrenceville 2,2016-03-13T00:00:00,Min,,,,,191.5,,,,24.4,,0.1,,,,,,4,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
3706,Lawrenceville 2,2016-03-13T00:00:00,Max,,,,,467.3,,,,24.9,,4.6,,,,,,25.9,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
3707,Lawrenceville 2,2016-03-13T00:00:00,Hr. of Max,,,,,1,,,,2,,7,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
3708,Lawrenceville 2,2016-03-13T00:00:00,Avg,,,,,283.7,,,,24.6,,1,,,,,,11.2,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,
3709,Liberty,2016-03-13T00:00:00,Count,,,,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
3760,Glassport High Street,2016-03-14T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,Glassport High Street,2016-03-14T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6528,Liberty 2,2016-04-21T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,75,,,,14,,13,,45,,,,,,,,,,,,,,,,,,,
5763,Avalon,2016-04-11T00:00:00,Min,,,738,,,,0,,21,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,19.5,,0,,150,,2.3,,,
4214,Liberty,2016-03-20T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5764,Avalon,2016-04-11T00:00:00,Max,,,740.5,,,,0,,22.9,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,74.8,,0.001,,302,,9.1,,,
4772,Harrison Township,2016-03-28T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,Liberty 2,2016-03-20T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,31,,,,1,,0,,69,,,,,,,,,,,,,,,,,,,
3367,North Braddock,2016-03-08T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
9098,Lawrenceville,2016-05-27T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9956,Harrison Township,2016-06-08T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3534,Avalon,2016-03-11T00:00:00,Avg,,,747.3,,,,0,,22.2,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,37,,0,,315,,4,,,
3535,Flag Plaza,2016-03-11T00:00:00,Count,,,,,24,,,,24,,,,,,,,,,,,,,24,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,Flag Plaza,2016-03-11T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,Flag Plaza,2016-03-11T00:00:00,Min,,,,,0.2,,,,24.4,,,,,,,,,,,,,,5.9,,,,,,56,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,Flag Plaza,2016-03-11T00:00:00,Max,,,,,0.4,,,,25.5,,,,,,,,,,,,,,12.9,,,,,,57,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,Flag Plaza,2016-03-11T00:00:00,Avg,,,,,0.2,,,,25,,,,,,,,,,,,,,9.4,,,,,,56,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,Glassport High Street,2016-03-11T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,Glassport High Street,2016-03-11T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,Glassport High Street,2016-03-14T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,Harrison Township,2016-03-14T00:00:00,Count,,,,,,,,,24,,24,,24,,24,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6089,Liberty,2016-04-15T00:00:00,Hr. of Max,,,,,,,23,,18,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,8,,9,,16,,,
3764,Harrison Township,2016-03-14T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,Harrison Township,2016-03-14T00:00:00,Min,,,,,,,,,16.4,,0,,0.001,,0.001,,,,,,,,,,0.02,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,Glassport High Street,2016-03-11T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,Flag Plaza,2016-03-22T00:00:00,Min,,,,,0.1,,,,23.5,,,,,,,,,,,,,,-0.7,,,,,,65,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,Flag Plaza,2016-03-22T00:00:00,Max,,,,,0.7,,,,25.7,,,,,,,,,,,,,,16,,,,,,66,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,Liberty,2016-03-17T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,Liberty,2016-03-14T00:00:00,Min,,,,,,,0,,23.6,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,0,,98,,1.5,,,
3548,Harrison Township,2016-03-11T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,Flag Plaza,2016-03-22T00:00:00,Hr. of Max,,,,,6,,,,13,,,,,,,,,,,,,,16,,,,,,23,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,Flag Plaza,2016-03-22T00:00:00,Avg,,,,,0.2,,,,24.7,,,,,,,,,,,,,,9,,,,,,66,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,South Fayette,2016-04-11T00:00:00,Min,,,,,,,,,22.4,,,,,,,,,,,,,,8.8,,0.038,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,0,,200,,5,,,
4759,Flag Plaza,2016-03-28T00:00:00,Count,,,,,23,,,,23,,,,,,,,,,,,,,23,,,,,,23,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,Flag Plaza,2016-03-28T00:00:00,Min,,,,,0.1,,,,24.1,,,,,,,,,,,,,,5.9,,,,,,21,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673,North Braddock,2016-04-09T00:00:00,Min,,,729.5,,,,,,18,,,,,,,,,,,,,,-3.1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,19,,0,,182,,2.2,,,
6613,Parkway East (Near Road),2016-04-22T00:00:00,Count,24,,24,,23,,,,24,,23,,23,,23,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
